"MOLECULE","Prediction"
"ACT6_M_128379",2.65623
"ACT6_M_128381",6.84795
"ACT6_M_128382",-1.01282
"ACT6_M_128383",4.29633
"ACT6_M_128384",4.21537
"ACT6_M_128385",8.81032
"ACT6_M_128386",7.49675
"ACT6_M_128387",4.58096
"ACT6_M_128389",1.08253
"ACT6_M_128390",-0.666418
"ACT6_M_128391",-4.28505
"ACT6_M_128392",6.65067
"ACT6_M_128394",-7.07461
"ACT6_M_128399",-5.92232
"ACT6_M_128403",-7.7208
"ACT6_M_128404",10.1792
"ACT6_M_128405",-2.63213
"ACT6_M_128407",-3.60022
"ACT6_M_128408",-2.15457
"ACT6_M_128410",-4.211
"ACT6_M_128412",-2.85649
"ACT6_M_128413",1.03652
"ACT6_M_128416",-4.44681
"ACT6_M_128417",-5.98009
"ACT6_M_128418",1.55925
"ACT6_M_128419",-7.60164
"ACT6_M_128420",-1.94801
"ACT6_M_128421",-1.98836
"ACT6_M_128422",5.11155
"ACT6_M_128423",2.889
"ACT6_M_128425",-5.95989
"ACT6_M_128427",-2.05829
"ACT6_M_128430",3.22319
"ACT6_M_128436",4.30394
"ACT6_M_128439",1.07311
"ACT6_M_128440",-3.56879
"ACT6_M_128441",7.49474
"ACT6_M_128442",8.42878
"ACT6_M_128445",1.68483
"ACT6_M_128447",4.30227
"ACT6_M_128448",7.46603
"ACT6_M_128449",-6.16098
"ACT6_M_128451",0.77721
"ACT6_M_128453",-7.55132
"ACT6_M_128455",4.99912
"ACT6_M_128456",0.550462
"ACT6_M_128461",1.61662
"ACT6_M_128463",-10.3977
"ACT6_M_128465",-5.37181
"ACT6_M_128466",0.685634
"ACT6_M_128469",-2.1982
"ACT6_M_128471",-2.99056
"ACT6_M_128472",4.43886
"ACT6_M_128473",-0.749172
"ACT6_M_128475",-0.958633
"ACT6_M_128476",1.08943
"ACT6_M_128477",-1.13848
"ACT6_M_128478",0.928511
"ACT6_M_128484",-4.7568
"ACT6_M_128487",-1.26942
"ACT6_M_128490",3.25065
"ACT6_M_128494",-0.548245
"ACT6_M_128495",-0.276307
"ACT6_M_128497",-3.36153
"ACT6_M_128498",-3.04679
"ACT6_M_128499",-2.01983
"ACT6_M_128500",-1.06496
"ACT6_M_128501",-0.356301
"ACT6_M_128503",-0.536552
"ACT6_M_128505",4.72185
"ACT6_M_128508",5.02922
"ACT6_M_128511",-2.75132
"ACT6_M_128512",-4.85829
"ACT6_M_128513",-2.36571
"ACT6_M_128514",-5.41313
"ACT6_M_128515",-2.61593
"ACT6_M_128517",-3.11751
"ACT6_M_128518",-3.11225
"ACT6_M_128519",-3.69361
"ACT6_M_128521",-1.19877
"ACT6_M_128522",-4.58207
"ACT6_M_128523",-0.420393
"ACT6_M_128524",-1.39376
"ACT6_M_128527",-5.12297
"ACT6_M_128528",-5.15499
"ACT6_M_128532",1.17489
"ACT6_M_128534",-0.915692
"ACT6_M_128536",-1.65034
"ACT6_M_128537",-1.6058
"ACT6_M_128538",0.335435
"ACT6_M_128539",-7.06479
"ACT6_M_128540",-5.9158
"ACT6_M_128542",-7.43049
"ACT6_M_128543",-5.761
"ACT6_M_128544",3.8875
"ACT6_M_128546",4.1903
"ACT6_M_128550",-2.61567
"ACT6_M_128552",-2.05603
"ACT6_M_128556",-2.61765
"ACT6_M_128559",-6.06426
"ACT6_M_128560",-11.0214
"ACT6_M_128561",2.90151
"ACT6_M_128562",-5.66546
"ACT6_M_128563",-6.43904
"ACT6_M_128564",-4.19084
"ACT6_M_128565",-4.22672
"ACT6_M_128566",-1.72192
"ACT6_M_128567",-3.55004
"ACT6_M_128568",-5.10282
"ACT6_M_128572",-1.87795
"ACT6_M_128573",-1.56752
"ACT6_M_128574",0.492274
"ACT6_M_128575",-1.13506
"ACT6_M_128576",-1.97063
"ACT6_M_128577",-3.24047
"ACT6_M_128578",0.172734
"ACT6_M_128579",-3.58135
"ACT6_M_128581",-0.983409
"ACT6_M_128583",-2.30455
"ACT6_M_128585",-0.816165
"ACT6_M_128590",-2.83607
"ACT6_M_128594",-4.63073
"ACT6_M_128595",1.44194
"ACT6_M_128597",3.76379
"ACT6_M_128598",3.18309
"ACT6_M_128599",5.93278
"ACT6_M_128600",8.43556
"ACT6_M_128601",8.33271
"ACT6_M_128602",5.08107
"ACT6_M_128604",-5.7368
"ACT6_M_128605",-1.84635
"ACT6_M_128608",-1.09425
"ACT6_M_128609",4.65935
"ACT6_M_128610",-1.94507
"ACT6_M_128611",-4.30457
"ACT6_M_128623",-10.7428
"ACT6_M_128624",-3.56493
"ACT6_M_128625",-7.29834
"ACT6_M_128628",-4.10665
"ACT6_M_128629",-3.58328
"ACT6_M_128631",-5.16829
"ACT6_M_128632",-4.17476
"ACT6_M_128633",-4.54658
"ACT6_M_128634",-3.88048
"ACT6_M_128635",3.78091
"ACT6_M_128636",-8.22506
"ACT6_M_128637",-6.08323
"ACT6_M_128638",-9.12963
"ACT6_M_128639",-2.4842
"ACT6_M_128640",-5.03834
"ACT6_M_128641",-5.82028
"ACT6_M_128642",-7.75079
"ACT6_M_128643",-6.34666
"ACT6_M_128644",-5.34761
"ACT6_M_128645",-8.05235
"ACT6_M_128647",-4.96151
"ACT6_M_128649",4.21272
"ACT6_M_128650",3.31232
"ACT6_M_128651",5.44922
"ACT6_M_128652",3.32036
"ACT6_M_128653",4.59583
"ACT6_M_128654",4.17578
"ACT6_M_128655",5.21694
"ACT6_M_128656",7.1177
"ACT6_M_128657",8.12105
"ACT6_M_128658",4.11755
"ACT6_M_128659",-3.32125
"ACT6_M_128662",-2.48553
"ACT6_M_128663",-8.68248
"ACT6_M_128664",-9.019
"ACT6_M_128665",4.75516
"ACT6_M_128666",3.29593
"ACT6_M_128667",-4.76664
"ACT6_M_128668",-8.69318
"ACT6_M_128670",-6.80073
"ACT6_M_128674",-4.38472
"ACT6_M_128675",-12.2513
"ACT6_M_128676",-5.00566
"ACT6_M_128677",-4.23966
"ACT6_M_128678",-3.05717
"ACT6_M_128680",-5.31041
"ACT6_M_128681",0.225589
"ACT6_M_128682",-0.0406318
"ACT6_M_128683",-4.23788
"ACT6_M_128685",-0.990262
"ACT6_M_128689",-5.8561
"ACT6_M_128691",-2.19495
"ACT6_M_128692",-7.16393
"ACT6_M_128694",7.38283
"ACT6_M_128697",7.86181
"ACT6_M_128700",-1.55765
"ACT6_M_128701",-2.49295
"ACT6_M_128702",-1.97074
"ACT6_M_128703",-2.40285
"ACT6_M_128705",3.47502
"ACT6_M_128706",0.360111
"ACT6_M_128707",7.09946
"ACT6_M_128708",6.44114
"ACT6_M_128709",4.67483
"ACT6_M_128712",-7.25433
"ACT6_M_128716",-5.54892
"ACT6_M_128718",-6.24081
"ACT6_M_128724",7.51107
"ACT6_M_128725",11.7032
"ACT6_M_128728",-1.1265
"ACT6_M_128729",6.68845
"ACT6_M_128736",-9.23115
"ACT6_M_128738",-8.47455
"ACT6_M_128739",-10.9051
"ACT6_M_128740",1.05756
"ACT6_M_128741",-9.93774
"ACT6_M_128744",9.35675
"ACT6_M_128745",11.2275
"ACT6_M_128746",10.7574
"ACT6_M_128747",9.73008
"ACT6_M_128748",13.1144
"ACT6_M_128749",12.8962
"ACT6_M_128750",1.19955
"ACT6_M_128753",-3.96923
"ACT6_M_128757",0.978503
"ACT6_M_128761",2.03555
"ACT6_M_128767",1.76116
"ACT6_M_128769",4.4889
"ACT6_M_128771",4.11694
"ACT6_M_128772",5.50751
"ACT6_M_128773",3.01691
"ACT6_M_128774",9.12942
"ACT6_M_128775",3.07436
"ACT6_M_128776",6.53315
"ACT6_M_128777",3.65023
"ACT6_M_128778",5.94018
"ACT6_M_128779",5.22126
"ACT6_M_128780",3.91931
"ACT6_M_128781",5.22121
"ACT6_M_128782",7.89876
"ACT6_M_128783",1.78292
"ACT6_M_128784",4.2462
"ACT6_M_128785",4.0536
"ACT6_M_128786",-0.383236
"ACT6_M_128787",1.14743
"ACT6_M_128791",-3.08799
"ACT6_M_128795",-1.85133
"ACT6_M_128796",-3.1878
"ACT6_M_128797",-8.21877
"ACT6_M_128798",-0.63354
"ACT6_M_128799",-6.19381
"ACT6_M_128800",-7.49677
"ACT6_M_128801",-1.47768
"ACT6_M_128802",-4.73496
"ACT6_M_128803",-6.76647
"ACT6_M_128804",-0.460948
"ACT6_M_128806",-0.910105
"ACT6_M_128808",4.98587
"ACT6_M_128809",-0.388659
"ACT6_M_128814",-3.59116
"ACT6_M_128815",-1.36333
"ACT6_M_128816",-2.81003
"ACT6_M_128817",1.707
"ACT6_M_128821",5.6941
"ACT6_M_128828",-1.97561
"ACT6_M_128834",-5.14216
"ACT6_M_128837",4.66608
"ACT6_M_128842",-4.18127
"ACT6_M_128846",-13.2335
"ACT6_M_128847",-0.445241
"ACT6_M_128848",-3.75614
"ACT6_M_128853",-1.40777
"ACT6_M_128856",1.5132
"ACT6_M_128857",-0.350346
"ACT6_M_128860",11.7468
"ACT6_M_128862",-3.4454
"ACT6_M_128863",-1.72284
"ACT6_M_128864",-2.08571
"ACT6_M_128865",3.15061
"ACT6_M_128873",2.59518
"ACT6_M_128874",1.27734
"ACT6_M_128876",-9.76526
"ACT6_M_128878",-2.82272
"ACT6_M_128881",-11.346
"ACT6_M_128884",7.75972
"ACT6_M_128885",3.1353
"ACT6_M_128886",2.60846
"ACT6_M_128887",7.25795
"ACT6_M_128888",4.7578
"ACT6_M_128889",5.94362
"ACT6_M_128890",4.6528
"ACT6_M_128891",7.60106
"ACT6_M_128892",5.23963
"ACT6_M_128893",8.73276
"ACT6_M_128894",6.02869
"ACT6_M_128895",3.94228
"ACT6_M_128896",-5.71601
"ACT6_M_128900",-6.5661
"ACT6_M_128902",-1.82592
"ACT6_M_128905",-8.15331
"ACT6_M_128906",-10.2087
"ACT6_M_128907",-8.56064
"ACT6_M_128910",1.40541
"ACT6_M_128911",1.83869
"ACT6_M_128913",-7.7104
"ACT6_M_128914",-3.75562
"ACT6_M_128915",-6.82931
"ACT6_M_128917",-9.2914
"ACT6_M_128918",-8.00593
"ACT6_M_128919",11.0373
"ACT6_M_128921",-4.62893
"ACT6_M_128922",-9.76078
"ACT6_M_128923",4.2769
"ACT6_M_128925",4.95223
"ACT6_M_128927",2.10243
"ACT6_M_128931",3.16397
"ACT6_M_128936",6.38741
"ACT6_M_128945",-10.2873
"ACT6_M_128949",-10.1998
"ACT6_M_128953",-7.84849
"ACT6_M_128954",-3.73272
"ACT6_M_128955",-2.42865
"ACT6_M_128957",-7.08233
"ACT6_M_128958",-4.79789
"ACT6_M_128959",-6.20326
"ACT6_M_128962",-6.97689
"ACT6_M_128966",-5.12033
"ACT6_M_128967",-6.99685
"ACT6_M_128970",-4.0728
"ACT6_M_128972",-2.90166
"ACT6_M_128978",-4.90651
"ACT6_M_128980",-8.3948
"ACT6_M_128981",-5.94382
"ACT6_M_128984",-4.26026
"ACT6_M_128987",-9.46638
"ACT6_M_128992",-4.82776
"ACT6_M_128997",0.133564
"ACT6_M_128998",-7.91826
"ACT6_M_129000",-4.14911
"ACT6_M_129003",-2.20672
"ACT6_M_129008",-0.945693
"ACT6_M_129010",-1.54648
"ACT6_M_129011",-0.0963143
"ACT6_M_129016",-0.365351
"ACT6_M_129018",-6.70064
"ACT6_M_129019",-6.24526
"ACT6_M_129020",-5.60146
"ACT6_M_129024",-0.2292
"ACT6_M_129025",-3.01819
"ACT6_M_129029",-1.27818
"ACT6_M_129031",-1.76937
"ACT6_M_129034",-12.3442
"ACT6_M_129035",-4.09593
"ACT6_M_129036",12.3994
"ACT6_M_129037",11.2471
"ACT6_M_129038",9.16391
"ACT6_M_129039",6.31108
"ACT6_M_129041",-7.40416
"ACT6_M_129042",-3.14268
"ACT6_M_129043",-8.98139
"ACT6_M_129045",-9.93283
"ACT6_M_129047",-2.96723
"ACT6_M_129048",-5.73343
"ACT6_M_129049",-4.14308
"ACT6_M_129051",-2.04043
"ACT6_M_129052",0.719359
"ACT6_M_129054",-0.282567
"ACT6_M_129055",-7.27299
"ACT6_M_129066",-6.84563
"ACT6_M_129068",-3.85649
"ACT6_M_129069",-8.80966
"ACT6_M_129070",5.37964
"ACT6_M_129071",5.97605
"ACT6_M_129072",5.41281
"ACT6_M_129073",4.80069
"ACT6_M_129074",6.75264
"ACT6_M_129075",6.42627
"ACT6_M_129076",7.35289
"ACT6_M_129077",-0.245272
"ACT6_M_129078",3.73008
"ACT6_M_129079",7.78646
"ACT6_M_129080",3.30846
"ACT6_M_129081",3.23783
"ACT6_M_129086",1.33011
"ACT6_M_129088",-6.43325
"ACT6_M_129090",-0.37782
"ACT6_M_129091",-8.41663
"ACT6_M_129094",-3.43196
"ACT6_M_129095",6.83249
"ACT6_M_129096",-0.743261
"ACT6_M_129101",2.74109
"ACT6_M_129102",-2.44337
"ACT6_M_129103",-2.44338
"ACT6_M_129106",8.82649
"ACT6_M_129109",-3.26045
"ACT6_M_129110",-3.92213
"ACT6_M_129112",-1.76625
"ACT6_M_129114",-2.28322
"ACT6_M_129115",-6.46302
"ACT6_M_129117",-13.3214
"ACT6_M_129118",-9.61306
"ACT6_M_129123",-7.79184
"ACT6_M_129124",-5.16662
"ACT6_M_129125",-8.21403
"ACT6_M_129126",-8.81324
"ACT6_M_129128",1.36679
"ACT6_M_129129",-1.79295
"ACT6_M_129134",-5.33615
"ACT6_M_129136",-4.53861
"ACT6_M_129137",4.61594
"ACT6_M_129138",2.99427
"ACT6_M_129139",-0.0316606
"ACT6_M_129140",0.832424
"ACT6_M_129145",-3.25026
"ACT6_M_129147",-3.45191
"ACT6_M_129149",-0.239801
"ACT6_M_129150",-4.05706
"ACT6_M_129151",-5.09171
"ACT6_M_129152",0.245635
"ACT6_M_129153",-10.8843
"ACT6_M_129155",0.554762
"ACT6_M_129156",1.20156
"ACT6_M_129157",6.10002
"ACT6_M_129158",3.18864
"ACT6_M_129159",2.86346
"ACT6_M_129160",5.2057
"ACT6_M_129161",-4.95945
"ACT6_M_129163",-6.09708
"ACT6_M_129164",1.67454
"ACT6_M_129165",2.11581
"ACT6_M_129168",-1.0428
"ACT6_M_129173",0.496667
"ACT6_M_129175",-2.3127
"ACT6_M_129176",0.578553
"ACT6_M_129177",0.756268
"ACT6_M_129178",-0.254336
"ACT6_M_129181",-1.57615
"ACT6_M_129183",-0.261076
"ACT6_M_129184",0.000908211
"ACT6_M_129187",4.74143
"ACT6_M_129188",2.88802
"ACT6_M_129190",0.429304
"ACT6_M_129193",-1.3229
"ACT6_M_129195",0.958519
"ACT6_M_129197",-0.87349
"ACT6_M_129198",-0.709968
"ACT6_M_129200",-2.05132
"ACT6_M_129202",-5.6469
"ACT6_M_129205",-1.15238
"ACT6_M_129206",-3.91191
"ACT6_M_129207",0.738107
"ACT6_M_129208",1.7019
"ACT6_M_129209",0.0906707
"ACT6_M_129211",-3.43546
"ACT6_M_129212",-3.43547
"ACT6_M_129214",-4.39829
"ACT6_M_129216",-1.39999
"ACT6_M_129217",2.10136
"ACT6_M_129219",-15.0014
"ACT6_M_129222",-2.48649
"ACT6_M_129225",0.746748
"ACT6_M_129227",-3.38706
"ACT6_M_129229",-0.151834
"ACT6_M_129230",-3.19826
"ACT6_M_129232",-6.92027
"ACT6_M_129233",1.05681
"ACT6_M_129236",-4.35582
"ACT6_M_129238",-1.12819
"ACT6_M_129239",-2.15376
"ACT6_M_129246",-4.80279
"ACT6_M_129248",3.07359
"ACT6_M_129252",0.269845
"ACT6_M_129253",4.90464
"ACT6_M_129254",-0.257802
"ACT6_M_129255",1.70424
"ACT6_M_129256",2.70925
"ACT6_M_129257",-4.87404
"ACT6_M_129258",1.94112
"ACT6_M_129259",-2.15215
"ACT6_M_129260",0.825385
"ACT6_M_129262",-10.8201
"ACT6_M_129263",-9.38977
"ACT6_M_129264",-9.55391
"ACT6_M_129266",-6.15085
"ACT6_M_129267",-6.44356
"ACT6_M_129272",-12.2204
"ACT6_M_129275",-9.84368
"ACT6_M_129276",-7.79422
"ACT6_M_129280",-4.00515
"ACT6_M_129282",-5.60451
"ACT6_M_129283",-9.77604
"ACT6_M_129285",-11.1104
"ACT6_M_129286",0.306396
"ACT6_M_129290",0.315944
"ACT6_M_129292",0.315932
"ACT6_M_129298",-7.9938
"ACT6_M_129299",-0.568003
"ACT6_M_129300",-8.46493
"ACT6_M_129301",-5.25442
"ACT6_M_129302",-10.7467
"ACT6_M_129303",-8.2193
"ACT6_M_129304",-0.711373
"ACT6_M_129305",-1.93922
"ACT6_M_129306",-7.23044
"ACT6_M_129307",-8.82862
"ACT6_M_129308",-8.90059
"ACT6_M_129309",3.97213
"ACT6_M_129310",-3.63632
"ACT6_M_129316",0.846116
"ACT6_M_129319",-0.361643
"ACT6_M_129320",-3.19839
"ACT6_M_129321",-0.0258975
"ACT6_M_129323",0.730551
"ACT6_M_129325",-6.0522
"ACT6_M_129330",-3.54774
"ACT6_M_129331",0.139276
"ACT6_M_129332",-6.22824
"ACT6_M_129333",-0.0864679
"ACT6_M_129334",-0.259647
"ACT6_M_129337",2.16499
"ACT6_M_129340",6.7246
"ACT6_M_129341",2.88831
"ACT6_M_129343",-5.09215
"ACT6_M_129345",-3.88412
"ACT6_M_129346",-4.40853
"ACT6_M_129348",-2.99273
"ACT6_M_129349",-1.35828
"ACT6_M_129351",-10.6249
"ACT6_M_129352",-6.08989
"ACT6_M_129353",-7.95376
"ACT6_M_129354",-10.8328
"ACT6_M_129355",0.766783
"ACT6_M_129356",-8.73319
"ACT6_M_129357",-2.11045
"ACT6_M_129358",0.059341
"ACT6_M_129359",3.64588
"ACT6_M_129361",3.62274
"ACT6_M_129362",7.72357
"ACT6_M_129363",3.17139
"ACT6_M_129364",3.34313
"ACT6_M_129365",-3.19595
"ACT6_M_129369",-1.07435
"ACT6_M_129370",-1.90369
"ACT6_M_129371",-1.74524
"ACT6_M_129375",6.30499
"ACT6_M_129382",-3.78965
"ACT6_M_129383",0.272387
"ACT6_M_129384",1.3734
"ACT6_M_129386",1.41524
"ACT6_M_129390",2.12572
"ACT6_M_129391",1.23615
"ACT6_M_129392",-1.25353
"ACT6_M_129393",-0.17834
"ACT6_M_129397",4.66448
"ACT6_M_129400",3.72237
"ACT6_M_129402",-5.72396
"ACT6_M_129403",1.1568
"ACT6_M_129409",7.10412
"ACT6_M_129411",2.28964
"ACT6_M_129414",3.4559
"ACT6_M_129418",4.94944
"ACT6_M_129421",-7.89479
"ACT6_M_129422",-3.11585
"ACT6_M_129423",1.81166
"ACT6_M_129424",-1.62564
"ACT6_M_129425",-1.15596
"ACT6_M_129426",4.51246
"ACT6_M_129427",3.18868
"ACT6_M_129428",4.41388
"ACT6_M_129429",-2.3728
"ACT6_M_129430",-1.81176
"ACT6_M_129431",-2.31376
"ACT6_M_129438",6.04132
"ACT6_M_129440",4.35041
"ACT6_M_129443",6.04454
"ACT6_M_129448",4.61889
"ACT6_M_129450",4.92714
"ACT6_M_129456",-8.26758
"ACT6_M_129457",-6.48505
"ACT6_M_129458",-5.87064
"ACT6_M_129460",-7.97307
"ACT6_M_129464",1.01611
"ACT6_M_129465",-0.728458
"ACT6_M_129467",-6.37474
"ACT6_M_129470",4.05188
"ACT6_M_129471",-5.56721
"ACT6_M_129473",-1.59534
"ACT6_M_129474",-3.66989
"ACT6_M_129475",-2.46818
"ACT6_M_129476",-10.0953
"ACT6_M_129477",-6.63468
"ACT6_M_129480",-12.5883
"ACT6_M_129481",3.75066
"ACT6_M_129482",-1.51459
"ACT6_M_129483",-2.31003
"ACT6_M_129484",-3.46638
"ACT6_M_129485",-3.46742
"ACT6_M_129487",-5.09993
"ACT6_M_129488",1.10427
"ACT6_M_129489",-0.0845726
"ACT6_M_129491",0.380048
"ACT6_M_129492",-0.234425
"ACT6_M_129494",3.09737
"ACT6_M_129496",-2.4123
"ACT6_M_129497",-1.49551
"ACT6_M_129500",3.26714
"ACT6_M_129502",-0.0992394
"ACT6_M_129503",1.91094
"ACT6_M_129505",3.56995
"ACT6_M_129506",3.17965
"ACT6_M_129507",-2.56177
"ACT6_M_129508",-3.63659
"ACT6_M_129509",-2.4438
"ACT6_M_129510",-8.61919
"ACT6_M_129513",-1.73175
"ACT6_M_129515",-1.92423
"ACT6_M_129519",-1.85419
"ACT6_M_129522",6.97502
"ACT6_M_129523",-1.82704
"ACT6_M_129525",3.93717
"ACT6_M_129527",-6.41305
"ACT6_M_129528",-4.12897
"ACT6_M_129529",-3.95145
"ACT6_M_129530",-1.39556
"ACT6_M_129533",-4.00726
"ACT6_M_129534",-2.44155
"ACT6_M_129536",3.45406
"ACT6_M_129541",-4.25557
"ACT6_M_129545",-5.18733
"ACT6_M_129546",-4.43254
"ACT6_M_129548",-1.55799
"ACT6_M_129549",-1.71214
"ACT6_M_129550",-0.936765
"ACT6_M_129551",-2.08417
"ACT6_M_129552",-1.08022
"ACT6_M_129553",-3.73276
"ACT6_M_129554",-1.80431
"ACT6_M_129556",-3.92838
"ACT6_M_129558",-5.25991
"ACT6_M_129561",-1.31059
"ACT6_M_129562",0.525449
"ACT6_M_129565",-4.18286
"ACT6_M_129566",0.330919
"ACT6_M_129567",-2.60718
"ACT6_M_129568",5.86238
"ACT6_M_129569",-3.35433
"ACT6_M_129572",-1.47451
"ACT6_M_129573",1.34363
"ACT6_M_129574",2.99161
"ACT6_M_129575",4.76411
"ACT6_M_129578",9.07006
"ACT6_M_129580",7.15171
"ACT6_M_129582",7.33244
"ACT6_M_129584",5.58724
"ACT6_M_129587",3.40811
"ACT6_M_129591",0.829484
"ACT6_M_129593",1.59675
"ACT6_M_129603",1.2984
"ACT6_M_129604",-4.11241
"ACT6_M_129608",7.81711
"ACT6_M_129609",2.21891
"ACT6_M_129610",-3.21917
"ACT6_M_129611",0.294216
"ACT6_M_129612",-1.93247
"ACT6_M_129613",-3.99575
"ACT6_M_129615",-3.13275
"ACT6_M_129618",-5.07921
"ACT6_M_129619",9.28146
"ACT6_M_129620",9.94511
"ACT6_M_129621",8.22442
"ACT6_M_129622",12.607
"ACT6_M_129623",9.4007
"ACT6_M_129624",-1.86488
"ACT6_M_129625",-0.946205
"ACT6_M_129629",-0.124868
"ACT6_M_129630",-0.340825
"ACT6_M_129632",4.10175
"ACT6_M_129634",2.15326
"ACT6_M_129639",0.10861
"ACT6_M_129640",0.0930356
"ACT6_M_129644",1.37316
"ACT6_M_129646",0.986854
"ACT6_M_129647",-1.86502
"ACT6_M_129648",-0.538462
"ACT6_M_129649",-5.0794
"ACT6_M_129654",8.2463
"ACT6_M_129659",-6.10638
"ACT6_M_129661",4.68716
"ACT6_M_129662",-3.70771
"ACT6_M_129667",3.35778
"ACT6_M_129670",-5.18765
"ACT6_M_129671",6.80563
"ACT6_M_129675",0.279738
"ACT6_M_129676",-0.396777
"ACT6_M_129677",-7.0336
"ACT6_M_129679",-0.267479
"ACT6_M_129681",-4.07503
"ACT6_M_129685",3.47577
"ACT6_M_129687",-2.74287
"ACT6_M_129690",4.62075
"ACT6_M_129691",4.3261
"ACT6_M_129693",3.66021
"ACT6_M_129695",-0.92713
"ACT6_M_129697",-5.94468
"ACT6_M_129698",-4.80384
"ACT6_M_129702",1.67757
"ACT6_M_129704",-0.928063
"ACT6_M_129705",-4.53718
"ACT6_M_129706",-4.58781
"ACT6_M_129707",-3.98522
"ACT6_M_129709",-9.22705
"ACT6_M_129710",-4.33896
"ACT6_M_129714",-4.47933
"ACT6_M_129716",-2.51876
"ACT6_M_129718",-3.95834
"ACT6_M_129719",-5.27383
"ACT6_M_129725",1.60643
"ACT6_M_129726",-4.19164
"ACT6_M_129729",-12.5925
"ACT6_M_129735",0.585028
"ACT6_M_129736",-1.26722
"ACT6_M_129739",-0.266581
"ACT6_M_129741",-6.57538
"ACT6_M_129742",-1.67829
"ACT6_M_129745",3.21134
"ACT6_M_129746",0.854985
"ACT6_M_129747",0.555545
"ACT6_M_129752",-0.0237551
"ACT6_M_129753",-2.80592
"ACT6_M_129754",-5.46213
"ACT6_M_129755",-7.08906
"ACT6_M_129756",-1.7758
"ACT6_M_129757",2.11229
"ACT6_M_129758",0.386741
"ACT6_M_129760",-2.35803
"ACT6_M_129761",1.21691
"ACT6_M_129765",0.815583
"ACT6_M_129767",-0.530947
"ACT6_M_129768",-0.75076
"ACT6_M_129769",-4.88667
"ACT6_M_129772",-3.06342
"ACT6_M_129775",-2.36593
"ACT6_M_129778",14.9619
"ACT6_M_129783",9.36287
"ACT6_M_129784",3.05529
"ACT6_M_129785",2.818
"ACT6_M_129786",-0.539922
"ACT6_M_129788",-4.47349
"ACT6_M_129792",1.13385
"ACT6_M_129793",-8.94764
"ACT6_M_129795",0.606997
"ACT6_M_129796",0.24103
"ACT6_M_129797",-2.55796
"ACT6_M_129798",5.31659
"ACT6_M_129799",-0.501353
"ACT6_M_129800",4.868
"ACT6_M_129801",4.39902
"ACT6_M_129802",6.59253
"ACT6_M_129803",4.52852
"ACT6_M_129804",-0.428939
"ACT6_M_129806",7.70511
"ACT6_M_129807",7.17775
"ACT6_M_129808",8.49207
"ACT6_M_129810",-0.472103
"ACT6_M_129811",0.829912
"ACT6_M_129812",-0.286195
"ACT6_M_129813",0.0457581
"ACT6_M_129814",3.33563
"ACT6_M_129818",-5.1381
"ACT6_M_129822",-2.02908
"ACT6_M_129823",-5.13813
"ACT6_M_129827",-3.56219
"ACT6_M_129828",-2.52024
"ACT6_M_129829",-2.48886
"ACT6_M_129830",-1.35499
"ACT6_M_129831",1.9452
"ACT6_M_129832",-1.84609
"ACT6_M_129833",-1.8461
"ACT6_M_129834",-10.2178
"ACT6_M_129838",-2.81509
"ACT6_M_129839",-2.60106
"ACT6_M_129840",-1.11941
"ACT6_M_129841",-3.23899
"ACT6_M_129842",-10.7817
"ACT6_M_129843",4.97904
"ACT6_M_129847",1.42014
"ACT6_M_129850",0.0443211
"ACT6_M_129853",0.876885
"ACT6_M_129854",-0.585807
"ACT6_M_129857",1.32921
"ACT6_M_129858",0.641949
"ACT6_M_129864",-6.39486
"ACT6_M_129865",-3.16327
"ACT6_M_129866",0.517975
"ACT6_M_129867",-0.288996
"ACT6_M_129868",-1.64367
"ACT6_M_129869",0.0796283
"ACT6_M_129870",3.9578
"ACT6_M_129871",-1.52573
"ACT6_M_129873",-9.63679
"ACT6_M_129875",7.68501
"ACT6_M_129876",-0.827687
"ACT6_M_129878",0.0840574
"ACT6_M_129880",-2.43724
"ACT6_M_129883",-1.98624
"ACT6_M_129884",-2.21411
"ACT6_M_129886",-3.72721
"ACT6_M_129887",-1.01047
"ACT6_M_129894",-2.64527
"ACT6_M_129895",-1.91156
"ACT6_M_129899",-2.28716
"ACT6_M_129900",-0.991399
"ACT6_M_129901",2.60984
"ACT6_M_129902",1.28991
"ACT6_M_129903",-0.845554
"ACT6_M_129904",2.46242
"ACT6_M_129909",1.82138
"ACT6_M_129910",-6.33927
"ACT6_M_129912",-0.30929
"ACT6_M_129913",-3.52194
"ACT6_M_129915",2.44832
"ACT6_M_129916",-2.33785
"ACT6_M_129917",7.34998
"ACT6_M_129921",0.350604
"ACT6_M_129922",-1.87513
"ACT6_M_129924",-1.41844
"ACT6_M_129925",3.0195
"ACT6_M_129926",-1.81217
"ACT6_M_129927",-7.26279
"ACT6_M_129928",0.891388
"ACT6_M_129933",5.67221
"ACT6_M_129934",3.75562
"ACT6_M_129935",-0.704656
"ACT6_M_129939",6.85667
"ACT6_M_129943",-3.25416
"ACT6_M_129948",-2.70316
"ACT6_M_129949",-2.37436
"ACT6_M_129951",3.19909
"ACT6_M_129953",-1.32367
"ACT6_M_129954",0.421959
"ACT6_M_129960",2.08699
"ACT6_M_129961",-0.28872
"ACT6_M_129964",-6.57819
"ACT6_M_129965",-3.41113
"ACT6_M_129970",1.46305
"ACT6_M_129974",9.34033
